Serial.No.	Content ID	Reaction Type	Datetime	User ID	Content Type	Category	Sentiment	Score
5682	75747dd7-8dad-4f2f-9209-62765223f3af	adore	03-08-20 21:31	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5683	75747dd7-8dad-4f2f-9209-62765223f3af	dislike	23-05-21 21:23	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	10
5684	75747dd7-8dad-4f2f-9209-62765223f3af	worried	24-07-20 18:13	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	12
5685	75747dd7-8dad-4f2f-9209-62765223f3af	dislike	18-05-21 20:31	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	10
5686	75747dd7-8dad-4f2f-9209-62765223f3af	super love	05-01-21 22:58	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	75
5687	75747dd7-8dad-4f2f-9209-62765223f3af	interested	13-06-21 11:42	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	30
5688	75747dd7-8dad-4f2f-9209-62765223f3af	scared	23-10-20 7:41	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	15
5689	75747dd7-8dad-4f2f-9209-62765223f3af	hate	26-01-21 18:45	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	5
5690	75747dd7-8dad-4f2f-9209-62765223f3af	adore	30-12-20 14:01	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5691	75747dd7-8dad-4f2f-9209-62765223f3af	heart	26-10-20 5:47	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	60
5692	75747dd7-8dad-4f2f-9209-62765223f3af	like	08-06-21 4:48	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	50
5693	75747dd7-8dad-4f2f-9209-62765223f3af	scared	26-07-20 10:23	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	15
5694	75747dd7-8dad-4f2f-9209-62765223f3af	super love	12-02-21 16:20	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	75
5695	75747dd7-8dad-4f2f-9209-62765223f3af	adore	21-05-21 18:13	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5696	75747dd7-8dad-4f2f-9209-62765223f3af	scared	14-12-20 5:43	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	15
5697	75747dd7-8dad-4f2f-9209-62765223f3af	indifferent	24-04-21 16:56	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	neutral	20
5698	75747dd7-8dad-4f2f-9209-62765223f3af	super love	14-12-20 21:00	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	75
5699	75747dd7-8dad-4f2f-9209-62765223f3af	indifferent	23-12-20 13:03	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	neutral	20
5700	75747dd7-8dad-4f2f-9209-62765223f3af	dislike	28-11-20 1:05	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	10
5701	75747dd7-8dad-4f2f-9209-62765223f3af	dislike	09-05-21 17:30	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	10
5702	75747dd7-8dad-4f2f-9209-62765223f3af	adore	07-07-20 22:01	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5703	75747dd7-8dad-4f2f-9209-62765223f3af	adore	13-05-21 21:54	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5704	75747dd7-8dad-4f2f-9209-62765223f3af	peeking	07-07-20 6:51	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	neutral	35
5705	75747dd7-8dad-4f2f-9209-62765223f3af	dislike	07-12-20 5:08	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	10
5706	75747dd7-8dad-4f2f-9209-62765223f3af	peeking	02-03-21 13:02	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	neutral	35
5707	75747dd7-8dad-4f2f-9209-62765223f3af	worried	19-12-20 12:27	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	negative	12
5708	75747dd7-8dad-4f2f-9209-62765223f3af	love	26-07-20 10:37	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	65
5709	75747dd7-8dad-4f2f-9209-62765223f3af	adore	25-10-20 20:10	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	72
5710	75747dd7-8dad-4f2f-9209-62765223f3af	super love	26-05-21 17:59	4bcb2c2e-36ed-4d5d-90a1-440993e9f6d2	photo	fitness	positive	75
5711	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	cherish	10-04-21 11:41	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5712	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	hate	22-11-20 20:58	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	5
5713	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	heart	06-09-20 9:17	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	60
5714	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	love	23-12-20 23:47	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	65
5715	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	disgust	30-10-20 19:16	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	0
5716	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	want	19-08-20 12:23	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5717	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	super love	29-06-20 11:21	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	75
5718	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	peeking	17-02-21 4:54	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	neutral	35
5719	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	want	27-05-21 11:16	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5720	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	love	30-03-21 9:06	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	65
5721	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	adore	23-06-20 7:48	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	72
5722	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	disgust	11-06-21 1:01	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	0
5723	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	dislike	08-10-20 22:42	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	10
5724	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	want	09-10-20 10:02	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5725	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	heart	19-07-20 4:04	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	60
5726	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	cherish	13-08-20 6:36	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5727	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	disgust	03-05-21 20:03	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	0
5728	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	super love	16-04-21 14:06	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	75
5729	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	worried	05-02-21 21:01	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	12
5730	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	cherish	03-12-20 22:13	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5731	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	hate	31-01-21 20:16	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	5
5732	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	intrigued	15-01-21 15:48	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	45
5733	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	love	17-09-20 3:16	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	65
5734	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	want	31-12-20 17:24	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5735	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	like	26-03-21 0:41	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	50
5736	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	like	29-01-21 20:21	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	50
5737	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	worried	22-05-21 8:16	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	12
5738	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	love	18-05-21 20:12	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	65
5739	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	want	25-01-21 14:27	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	70
5740	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	hate	15-09-20 8:15	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	5
5741	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	love	18-05-21 11:43	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	65
5742	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	interested	15-11-20 12:21	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	30
5743	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	like	21-05-21 17:53	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	50
5744	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	hate	17-10-20 17:40	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	5
5745	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	worried	21-08-20 19:25	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	negative	12
5746	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	super love	09-01-21 12:28	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	75
5747	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	peeking	19-06-20 9:13	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	neutral	35
5748	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	indifferent	24-02-21 22:42	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	neutral	20
5749	b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc	intrigued	22-02-21 19:29	1add9169-fda0-4da2-82a0-4de3bf7ed8ca	audio	studying	positive	45
5750	b1c49557-0623-4fb2-8f22-1453286fedad	scared	25-07-20 14:57	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	15
5751	b1c49557-0623-4fb2-8f22-1453286fedad	worried	01-10-20 10:02	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	12
5752	b1c49557-0623-4fb2-8f22-1453286fedad	love	05-03-21 6:39	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	65
5753	b1c49557-0623-4fb2-8f22-1453286fedad	want	05-11-20 23:12	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	70
5754	b1c49557-0623-4fb2-8f22-1453286fedad	heart	25-09-20 20:37	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	60
5755	b1c49557-0623-4fb2-8f22-1453286fedad	hate	27-07-20 7:53	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	5
5756	b1c49557-0623-4fb2-8f22-1453286fedad	disgust	27-08-20 4:27	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	0
5757	b1c49557-0623-4fb2-8f22-1453286fedad	scared	27-08-20 2:56	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	15
5758	b1c49557-0623-4fb2-8f22-1453286fedad	scared	13-10-20 20:01	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	15
5759	b1c49557-0623-4fb2-8f22-1453286fedad	super love	23-02-21 16:40	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	75
5760	b1c49557-0623-4fb2-8f22-1453286fedad	peeking	14-09-20 0:45	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	neutral	35
5761	b1c49557-0623-4fb2-8f22-1453286fedad	interested	12-05-21 4:58	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	30
5762	b1c49557-0623-4fb2-8f22-1453286fedad	want	04-10-20 22:59	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	70
5763	b1c49557-0623-4fb2-8f22-1453286fedad	peeking	18-09-20 6:38	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	neutral	35
5764	b1c49557-0623-4fb2-8f22-1453286fedad	love	23-01-21 6:33	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	65
5765	b1c49557-0623-4fb2-8f22-1453286fedad	adore	24-11-20 3:59	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	72
5766	b1c49557-0623-4fb2-8f22-1453286fedad	want	27-04-21 23:02	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	70
5767	b1c49557-0623-4fb2-8f22-1453286fedad	disgust	26-12-20 13:14	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	0
5768	b1c49557-0623-4fb2-8f22-1453286fedad	super love	15-04-21 19:58	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	75
5769	b1c49557-0623-4fb2-8f22-1453286fedad	cherish	16-07-20 14:46	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	70
5770	b1c49557-0623-4fb2-8f22-1453286fedad	intrigued	12-03-21 6:15	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	45
5771	b1c49557-0623-4fb2-8f22-1453286fedad	intrigued	01-12-20 21:33	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	45
5772	b1c49557-0623-4fb2-8f22-1453286fedad	scared	12-04-21 2:03	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	15
5773	b1c49557-0623-4fb2-8f22-1453286fedad	adore	09-05-21 20:09	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	72
5774	b1c49557-0623-4fb2-8f22-1453286fedad	disgust	06-01-21 7:35	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	0
5775	b1c49557-0623-4fb2-8f22-1453286fedad	like	13-05-21 0:44	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	50
5776	b1c49557-0623-4fb2-8f22-1453286fedad	like	18-12-20 23:29	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	50
5777	b1c49557-0623-4fb2-8f22-1453286fedad	peeking	24-05-21 11:54	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	neutral	35
5778	b1c49557-0623-4fb2-8f22-1453286fedad	peeking	30-05-21 18:58	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	neutral	35
5779	b1c49557-0623-4fb2-8f22-1453286fedad	interested	01-01-21 4:24	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	30
5780	b1c49557-0623-4fb2-8f22-1453286fedad	heart	24-10-20 9:53	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	60
5781	b1c49557-0623-4fb2-8f22-1453286fedad	hate	05-09-20 4:08	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	5
5782	b1c49557-0623-4fb2-8f22-1453286fedad	intrigued	09-04-21 12:01	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	45
5783	b1c49557-0623-4fb2-8f22-1453286fedad	want	31-07-20 17:04	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	70
5784	b1c49557-0623-4fb2-8f22-1453286fedad	hate	11-06-21 19:59	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	5
5785	b1c49557-0623-4fb2-8f22-1453286fedad	dislike	09-01-21 15:56	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	10
5786	b1c49557-0623-4fb2-8f22-1453286fedad	hate	28-10-20 6:40	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	5
5787	b1c49557-0623-4fb2-8f22-1453286fedad	love	06-09-20 11:38	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	65
5788	b1c49557-0623-4fb2-8f22-1453286fedad	adore	28-06-20 13:11	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	72
5789	b1c49557-0623-4fb2-8f22-1453286fedad	hate	21-03-21 4:18	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	5
5790	b1c49557-0623-4fb2-8f22-1453286fedad	dislike	02-09-20 14:12	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	negative	10
5791	b1c49557-0623-4fb2-8f22-1453286fedad	indifferent	23-03-21 1:09	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	neutral	20
5792	b1c49557-0623-4fb2-8f22-1453286fedad	like	28-12-20 11:23	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	50
5793	b1c49557-0623-4fb2-8f22-1453286fedad	love	07-09-20 9:02	54a8e072-5369-4122-9189-43b55e1a4ba2	video	healthy eating	positive	65
5794	96209724-37a8-475b-b80a-03e96a7c33b1	indifferent	30-06-20 2:33	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	neutral	20
5795	96209724-37a8-475b-b80a-03e96a7c33b1	love	21-06-20 16:02	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	65
5796	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	04-08-20 4:08	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5797	96209724-37a8-475b-b80a-03e96a7c33b1	scared	23-04-21 22:58	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	15
5798	96209724-37a8-475b-b80a-03e96a7c33b1	scared	16-08-20 21:08	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	15
5799	96209724-37a8-475b-b80a-03e96a7c33b1	love	28-02-21 10:39	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	65
5800	96209724-37a8-475b-b80a-03e96a7c33b1	scared	27-10-20 8:50	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	15
5801	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	28-12-20 13:41	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5802	96209724-37a8-475b-b80a-03e96a7c33b1	super love	21-09-20 0:55	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	75
5803	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	08-03-21 6:31	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5804	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	20-01-21 8:24	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5805	96209724-37a8-475b-b80a-03e96a7c33b1	adore	03-06-21 11:11	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	72
5806	96209724-37a8-475b-b80a-03e96a7c33b1	indifferent	10-07-20 16:46	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	neutral	20
5807	96209724-37a8-475b-b80a-03e96a7c33b1	scared	22-06-20 20:54	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	15
5808	96209724-37a8-475b-b80a-03e96a7c33b1	heart	15-03-21 20:14	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	60
5809	96209724-37a8-475b-b80a-03e96a7c33b1	hate	11-07-20 14:31	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	5
5810	96209724-37a8-475b-b80a-03e96a7c33b1	like	08-02-21 17:15	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	50
5811	96209724-37a8-475b-b80a-03e96a7c33b1	adore	25-07-20 15:40	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	72
5812	96209724-37a8-475b-b80a-03e96a7c33b1	worried	28-09-20 14:16	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	12
5813	96209724-37a8-475b-b80a-03e96a7c33b1	peeking	16-03-21 9:52	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	neutral	35
5814	96209724-37a8-475b-b80a-03e96a7c33b1	love	21-10-20 10:02	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	65
5815	96209724-37a8-475b-b80a-03e96a7c33b1	worried	18-10-20 18:48	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	12
5816	96209724-37a8-475b-b80a-03e96a7c33b1	heart	06-05-21 10:04	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	60
5817	96209724-37a8-475b-b80a-03e96a7c33b1	hate	17-10-20 13:28	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	5
5818	96209724-37a8-475b-b80a-03e96a7c33b1	worried	23-05-21 8:54	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	12
5819	96209724-37a8-475b-b80a-03e96a7c33b1	interested	24-02-21 0:55	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	30
5820	96209724-37a8-475b-b80a-03e96a7c33b1	love	24-08-20 3:27	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	65
5821	96209724-37a8-475b-b80a-03e96a7c33b1	super love	19-07-20 16:44	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	75
5822	96209724-37a8-475b-b80a-03e96a7c33b1	super love	03-01-21 13:24	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	75
5823	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	10-09-20 7:54	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5824	96209724-37a8-475b-b80a-03e96a7c33b1	adore	28-03-21 19:25	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	72
5825	96209724-37a8-475b-b80a-03e96a7c33b1	cherish	14-07-20 12:43	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	70
5826	96209724-37a8-475b-b80a-03e96a7c33b1	love	08-10-20 16:50	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	65
5827	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	05-09-20 12:59	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5828	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	02-02-21 14:13	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5829	96209724-37a8-475b-b80a-03e96a7c33b1	disgust	10-10-20 0:54	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	0
5830	96209724-37a8-475b-b80a-03e96a7c33b1	want	30-11-20 9:34	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	70
5831	96209724-37a8-475b-b80a-03e96a7c33b1	cherish	31-10-20 13:18	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	positive	70
5832	96209724-37a8-475b-b80a-03e96a7c33b1	dislike	31-05-21 15:02	6ecb39b1-8f85-44f1-b2f3-0cffcba4d731	GIF	fitness	negative	10
5833	bb9dcde7-55bb-4fb8-b349-caa58fb08823	super love	21-11-20 9:17	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	75
5834	bb9dcde7-55bb-4fb8-b349-caa58fb08823	love	18-06-20 11:59	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	65
5835	bb9dcde7-55bb-4fb8-b349-caa58fb08823	adore	23-06-20 12:44	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	72
5836	bb9dcde7-55bb-4fb8-b349-caa58fb08823	indifferent	22-08-20 5:57	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	neutral	20
5837	bb9dcde7-55bb-4fb8-b349-caa58fb08823	hate	08-01-21 7:00	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	negative	5
5838	bb9dcde7-55bb-4fb8-b349-caa58fb08823	super love	22-12-20 9:52	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	75
5839	bb9dcde7-55bb-4fb8-b349-caa58fb08823	want	03-04-21 3:29	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	70
5840	bb9dcde7-55bb-4fb8-b349-caa58fb08823	indifferent	06-01-21 10:12	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	neutral	20
5841	bb9dcde7-55bb-4fb8-b349-caa58fb08823	intrigued	26-08-20 19:19	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	45
5842	bb9dcde7-55bb-4fb8-b349-caa58fb08823	like	29-10-20 11:47	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	50
5843	bb9dcde7-55bb-4fb8-b349-caa58fb08823	dislike	27-04-21 17:30	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	negative	10
5844	bb9dcde7-55bb-4fb8-b349-caa58fb08823	super love	02-05-21 11:06	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	75
5845	bb9dcde7-55bb-4fb8-b349-caa58fb08823	love	14-08-20 5:45	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	positive	65
5846	bb9dcde7-55bb-4fb8-b349-caa58fb08823	worried	03-03-21 3:33	683d880b-3ccf-4f4d-8182-96e7a7a884bd	GIF	healthy eating	negative	12
